Contract_ID,Clause_Text,Category,Risk_Level,Verdict,Model_Accuracy,F1_Score,Confusion_Matrix
CONT_1188,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1189,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1190,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1191,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1192,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1193,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1194,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1195,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1196,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1197,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1198,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1199,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1200,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1201,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1202,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1203,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1204,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1205,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1206,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1207,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1208,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1209,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1210,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1211,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1212,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1213,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1214,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1215,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1216,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1217,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1218,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1219,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1220,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1221,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1222,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1223,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1224,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1225,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1226,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1227,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1228,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1229,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1230,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1231,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1232,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1233,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1234,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1235,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1236,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1237,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1238,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1239,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1240,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1241,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1242,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1243,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1244,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1245,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1246,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1247,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1248,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1249,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1250,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1251,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1252,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1253,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1254,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1255,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1256,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1257,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1258,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1259,This agreement can be terminated by the employer with 2 days notice without pay.,Termination,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1260,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1261,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1262,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1263,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1264,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1265,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1266,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1267,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1268,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1269,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1270,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1271,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1272,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1273,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1274,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1275,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1276,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1277,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1278,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1279,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1280,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1281,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1282,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1283,Neither party is liable for delays caused by natural disasters or war.,Force Majeure,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1284,The service provider warrants that all deliverables will be free of defects for 1 year.,Warranty,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1285,The employee must not disclose any trade secrets for a period of 10 years.,Confidentiality,Medium,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1286,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1287,The company is not responsible for any personal injury caused during work hours.,Liability,High,Do Not Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1288,"This contract is governed by the laws of the State of Delhi, India.",Governing Law,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1289,Payment shall be made within 30 days of invoice receipt via bank transfer.,Payment Terms,Low,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1290,The contractor shall indemnify the client against all third-party legal claims.,Indemnification,Medium,Safe to Sign,94.50%,0.92,"[[85, 5], [3, 107]]"
CONT_1291,All work created during employment belongs 100% to the company forever.,Intellectual Property,High,Negotiate,94.50%,0.92,"[[85, 5], [3, 107]]"
